0,0
0.05,8.2296
0.15,3.6576
0.2,6.4008
0.25,9.7536
0.3,14.0208
0.35,14.3256
0.4,15.24
0.45,17.6784
0.5,21.0312
0.55,26.2128
0.6,32.3088
0.65,37.7952
0.7,42.9768
0.75,47.8536
0.8,52.1208
0.85,54.5592
0.9,55.1688
0.95,53.6448
1,50.292
1.05,47.8536
1.1,47.244
1.15,49.9872
1.2,55.4736
1.25,63.0936
1.3,71.0184
1.35,78.3336
1.4,84.4296
1.45,89.6112
1.5,92.964
1.55,94.488
1.6,94.1832
1.65,92.0496
1.7,89.3064
1.75,88.6968
1.8,89.6112
1.85,93.2688
1.9,98.4504
1.95,102.4128
2,104.2416
2.05,103.632
2.1,100.2792
2.15,96.6216
2.2,93.2688
2.25,91.1352
2.3,90.2208
2.35,90.8304
2.4,91.44
2.45,92.3544
2.5,92.964
2.55,92.964
2.6,92.6592
2.65,91.7448
2.7,90.2208
2.75,88.6968
2.8,87.1728
2.85,85.9536
2.9,85.6488
2.95,85.344
3,85.0392
3.05,84.7344
3.1,84.1248
3.15,82.9056
3.2,82.296
3.25,81.9912
3.3,81.6864
3.35,81.6864
3.4,81.3816
3.45,80.4672
3.5,79.248
3.55,78.6384
3.6,77.724
3.65,77.4192
3.7,77.1144
3.75,76.5048
3.8,75.8952
3.85,74.9808
3.9,74.3712
3.95,74.0664
4,74.3712
4.05,74.676
4.1,74.676
4.15,74.3712
4.2,73.152
4.25,71.9328
4.3,70.4088
4.35,68.8848
4.4,67.6656
4.45,67.056
4.5,66.1416
4.55,65.2272
4.6,64.9224
4.65,64.008
4.7,63.7032
4.75,64.008
4.8,64.3128
4.85,64.9224
4.9,65.2272
4.95,65.2272
5,64.9224
5.05,64.3128
5.1,63.3984
5.15,62.1792
5.2,61.2648
5.25,60.3504
5.3,59.436
5.35,58.8264
5.4,58.2168
5.45,57.912
5.5,57.3024
5.55,56.9976
5.6,56.388
5.65,56.388
5.7,56.6928
5.75,56.9976
5.8,56.9976
5.85,56.388
5.9,55.1688
5.95,53.6448
6,52.7304
6.05,52.1208
6.1,52.1208
6.15,52.1208
6.2,51.816
6.25,50.9016
6.3,49.9872
6.35,49.0728
6.4,47.8536
6.45,46.6344
6.5,45.4152
6.55,44.196
6.6,43.8912
6.65,44.5008
6.7,45.4152
6.75,46.6344
6.8,47.5488
6.85,47.5488
6.9,46.9392
6.95,45.4152
7,43.2816
7.05,41.148
7.1,39.624
7.15,39.0144
7.2,38.7096
7.25,39.0144
7.3,39.3192
7.35,38.7096
7.4,37.7952
7.45,36.576
7.5,35.3568
7.55,34.7472
7.6,34.4424
7.65,34.7472
7.7,35.052
7.75,35.3568
7.8,34.7472
7.85,34.1376
7.9,32.9184
7.95,31.6992
8,30.7848
8.05,30.48
8.1,30.7848
8.15,31.0896
8.2,31.6992
8.25,32.3088
8.3,32.004
8.35,31.0896
8.4,29.8704
8.45,28.6512
8.5,27.1272
8.55,26.2128
8.6,25.2984
8.65,24.384
8.7,23.7744
8.75,23.1648
8.8,23.1648
8.85,23.4696
8.9,23.7744
8.95,24.384
9,24.0792
9.05,23.4696
9.1,22.5552
9.15,21.336
9.2,19.812
9.25,18.8976
9.3,17.9832
9.35,17.6784
9.4,17.9832
9.45,17.9832
9.5,18.288
9.55,17.9832
9.6,17.0688
9.65,15.8496
9.7,14.9352
9.75,14.0208
9.8,13.716
9.85,14.3256
9.9,14.9352
9.95,15.5448
10,15.8496
10.05,14.9352
10.1,14.0208
10.15,12.192
10.2,10.3632
10.25,9.144
10.3,8.5344
10.35,8.5344
10.4,9.144
10.45,9.144
10.5,9.144
10.55,8.5344
10.6,7.62
10.65,7.0104
10.7,6.4008
10.75,6.4008
10.8,6.4008
10.85,6.4008
10.9,6.096
10.95,5.1816
11,3.9624
11.05,2.7432
11.1,2.1336
11.15,1.8288
11.2,1.8288
11.25,2.7432
11.3,3.3528
11.35,3.3528
11.4,2.4384
11.45,0.6096
